user_budget,user_days,pref_food,pref_beach,pref_nature,pref_museums,pref_nightlife,place_name,place_province,place_category,place_rating,is_recommended
comfort,2,0,0,1,1,1,Lianga People's Park,Surigao del Sur,beach,4.0,0
low,3,0,1,0,0,0,RockPoint Bar-View-Que,Surigao del Norte,food,4.6,0
comfort,4,0,1,1,1,0,Titay Public Cemetery,Zamboanga del Norte,beach,4.7,0
low,5,0,0,0,0,1,Plaza Lucero,Nueva Ecija,beach,3.9,0
low,3,0,1,1,0,0,Rizal Multi Purpose Sports Complex and Public Park,Nueva Ecija,nature,4.6,1
low,7,1,0,0,0,0,Madja'as Summit Viewpoint,Aklan,sightseeing,3.7,0
high,6,1,1,0,0,0,Omonay the Last Frontier,Cotabato,museums,4.5,0
high,2,0,0,1,0,0,Bell Amphitheater,Benguet,sightseeing,4.7,1
high,5,0,0,0,0,1,P&F' Estacion De Cafe,Benguet,food,4.6,1
high,5,1,1,0,0,0,Madja'as Viewdeck 3,Aklan,sightseeing,3.8,0
high,3,0,1,0,1,1,Leganes Town Plaza,Guimaras,nature,3.6,0
high,4,1,0,0,0,0,Sofing rusina,Siquijor,food,3.7,1
comfort,5,1,0,0,1,1,Pob. Norte Loves You,Tarlac,museums,3.7,0
low,3,0,0,0,1,1,Petersville Field,Benguet,beach,3.7,0
high,7,0,0,1,1,1,Papa Pete’s Fried Chicken,Oriental Mindoro,food,4.2,0
high,6,0,0,0,1,0,Ternate Town Plaza,Cavite,beach,4.3,0
high,6,1,0,0,0,0,Sta. Fe Forest Park,Nueva Vizcaya,sightseeing,4.0,0
high,4,0,1,0,0,0,Boom Chicken 붐 치킨 - Korea Town Angeles,Pampanga,food,4.1,0
low,2,0,0,0,1,1,Eagle's Nest Restaurant & Beer Garden,Siquijor,food,4.4,0
low,6,0,0,0,0,1,Bayombong Children's Park,Nueva Vizcaya,nature,4.1,0
high,5,0,0,0,1,0,MUD Coffee,Cavite,food,4.4,0
comfort,4,1,0,0,0,0,Old Parola Park,Camiguin,beach,4.2,0
comfort,7,0,0,0,0,1,Freedom Park,Siquijor,nature,4.9,0
low,2,1,1,0,0,0,Tupi Tarsier Sanctuary,South Cotabato,museums,4.5,0
low,4,0,0,1,1,0,The Bakery,Siquijor,museums,4.8,0
comfort,4,1,1,1,0,0,Tafarmco Park,La Union,nature,4.8,0
high,5,0,1,0,1,1,Century old Balete Tree,Camarines Sur,sightseeing,4.1,0
comfort,7,1,0,1,0,0,Mang Inasal,Zamboanga del Sur,food,4.4,0
high,6,0,0,1,0,0,Diura Beach,Batanes,beach,3.7,0
high,3,1,0,1,0,0,Kay-Ang Hill Hotel,Ifugao,sightseeing,4.9,0
low,7,0,0,0,0,0,Heartshape,Southern Leyte,sightseeing,3.6,0
high,2,0,0,0,1,0,Didi’s Pizza,Pampanga,food,4.7,1
low,2,0,0,0,0,1,Caasinan Long Beach,Agusan del Norte,sightseeing,3.7,0
low,3,0,1,1,0,1,Alanos Grill,Sulu,food,3.9,0
low,6,0,0,1,1,1,Siquijor Boulevard,Siquijor,nature,4.5,1
comfort,3,0,0,1,0,0,Rosita's Coffee Shop,Leyte,food,4.5,0
comfort,3,0,0,0,1,0,RP-US Balikatan Park,Sulu,nature,4.5,0
comfort,7,1,0,0,1,1,El Amigo Resto Bar,Siquijor,food,4.8,0
comfort,5,0,1,0,1,0,Tamesis Tree,Laguna,sightseeing,4.2,0
comfort,7,0,0,1,0,0,Mainantang,Misamis Oriental,museums,3.8,0
low,6,0,1,0,0,0,Echostore,Misamis Oriental,food,4.8,0
comfort,7,0,0,0,0,1,Deodato's Pizza,Nueva Vizcaya,food,4.3,0
low,3,1,1,0,0,1,Lady in the Mangrove,Guimaras,museums,3.6,0
low,6,1,0,1,0,0,Ilagan Sanctuary,Isabela,sightseeing,3.7,0
low,7,0,0,0,0,1,Villatuna,Misamis Occidental,food,3.8,0
low,5,0,1,0,0,1,Grand Palace Restaurant,Agusan del Norte,food,4.5,0
high,3,1,0,0,0,0,Sam's Agritourism Park,La Union,sightseeing,4.8,1
high,6,0,0,0,0,0,Malmar Dam,Cotabato,museums,3.5,0
high,5,0,0,0,1,1,Mang Pard's Chicken - Narvacan,Ilocos Sur,food,3.7,0
comfort,7,1,0,0,1,0,Maragondon Town Plaza,Cavite,nature,4.1,0
high,3,0,0,1,0,0,CSM Student Park,Cotabato,nature,4.1,0
high,7,0,1,0,0,1,SawWani,Cotabato,museums,4.4,0
high,6,1,0,1,0,0,Elit Kape and Food Mart,Catanduanes,food,3.5,1
comfort,2,0,1,0,1,0,Private Beach Resort,Marinduque,beach,4.6,0
comfort,7,0,1,0,0,1,Lafang Catering,Leyte,food,3.5,0
high,6,0,0,1,0,1,Christ The King,Albay,sightseeing,4.8,0
low,6,0,1,1,1,0,Gross Ostrich Farm,Nueva Ecija,sightseeing,3.8,0
high,4,0,1,1,1,0,Calauan Pineapple Monument,Rizal,museums,4.6,1
comfort,2,0,0,1,0,0,Mag-Aso Falls,Bohol,museums,3.5,0
low,3,0,1,0,0,1,Balete Public Park,Aklan,nature,4.6,0
high,7,0,1,0,0,1,Mangga Beach,Davao del Sur,beach,4.0,0
comfort,4,0,0,0,0,0,Mooring Buoy PP,Palawan,sightseeing,4.1,0
high,7,0,1,0,1,0,Madapdap Park,Tarlac,nature,4.4,0
high,4,0,1,0,0,0,Raffy's Bisto,Capiz,food,4.7,1
low,5,0,1,0,0,0,JOY'S PLACE RESTAURANT,Isabela,food,3.8,0
low,7,0,1,0,0,0,Moriones Centurion Statues,Marinduque,museums,4.6,0
low,6,1,0,0,1,1,Haraya,Rizal,food,4.2,0
comfort,5,1,1,0,0,0,Calamba Banga,Laguna,sightseeing,3.6,0
high,2,0,0,1,0,0,Solibao Restaurant,La Union,food,4.8,1
low,2,0,1,0,1,0,Peoples Park by the Sea,Bohol,nature,3.6,0
high,7,1,0,1,1,0,"Bugal Ko, Banwa Ko, Bilang Ilonggo",Iloilo,sightseeing,4.0,0
comfort,6,0,1,0,0,0,Rizal Park,Nueva Ecija,nature,4.4,0
high,4,1,0,0,0,0,RockPoint Bar-View-Que,Surigao del Norte,food,4.6,1
comfort,3,0,1,1,0,0,Prinz and Paul Store & Eatery,Camarines Sur,food,3.8,0
comfort,4,0,1,0,0,1,Mount Pinatubo Crater Park,Zambales,sightseeing,3.5,0
high,5,1,0,1,0,0,Asemco Hilltop Resort,Leyte,museums,4.1,0
high,6,1,0,0,1,0,Weegols,Agusan del Norte,food,3.7,1
high,6,1,0,0,0,1,Pison Chimney Monument,Iloilo,museums,4.1,0
low,3,0,0,1,1,0,Shell Midden - Museo de Balanghai Field Museum,Agusan del Norte,museums,4.0,0
high,5,1,0,1,1,0,Basco Plaza,Batanes,nature,4.6,1
low,2,0,0,0,0,0,Bit-os Rock,Agusan del Norte,museums,4.7,0
comfort,3,0,1,0,0,1,Masuso Spring,Albay,museums,4.5,0
high,5,1,0,0,0,0,J's Chicken Inatô,Aklan,food,4.0,1
comfort,6,0,0,0,0,0,Lopez Jaena Hall,Iloilo,museums,3.6,0
low,2,1,1,0,0,0,Bindoy Town Park,Negros Oriental,nature,3.8,0
low,7,0,0,0,0,1,WWII Historical Bldg. Gen. Douglas Mc Arthur,Pangasinan,museums,3.7,0
comfort,6,1,0,0,1,0,People's Park,La Union,nature,4.2,0
comfort,6,0,1,0,0,1,Dhio Endheka Spring Resort,Albay,sightseeing,4.7,0
low,7,1,1,0,0,1,Liwasang Francisco Balagtas,Bataan,nature,4.1,0
high,7,0,0,0,1,1,Loom Park (Tilang),Eastern Samar,nature,4.3,0
comfort,6,0,1,1,1,0,Vivian's Kitchen Bar & Restaurant,Guimaras,food,3.8,0
low,3,0,1,0,0,0,Binmaley Park,Pangasinan,beach,4.4,1
low,3,0,0,1,1,0,Chowking,Ilocos Norte,food,3.6,0
high,3,1,0,0,0,0,Halfway,Rizal,sightseeing,4.6,0
comfort,2,0,1,1,0,0,So. Natuyay,Negros Occidental,nature,4.1,0
high,5,0,1,1,0,0,Glass Walk,Bohol,museums,4.1,0
comfort,3,1,1,0,0,1,Kalumala Heights,Batangas,sightseeing,4.5,0
comfort,4,0,0,1,0,0,Iriga (Mt. Asog) Trail,Albay,museums,3.6,0
low,4,1,0,0,0,0,Lemon and Olives,La Union,food,3.9,0
high,7,1,0,0,0,0,Calapan City Plaza,Oriental Mindoro,beach,3.9,0
comfort,4,0,1,1,0,1,Monbon Island,Eastern Samar,museums,3.8,0
high,7,0,0,0,1,0,Lily Restaurant,Southern Leyte,food,4.6,1
low,5,1,0,0,0,1,Marlboro Hills Viewpoint,Batanes,sightseeing,4.6,0
comfort,2,0,0,0,1,0,Ifugao Village,Mountain Province,museums,4.0,0
low,6,0,1,0,1,0,Madja'as Viewdeck 4 (Knife Edge),Aklan,sightseeing,4.8,0
high,7,0,1,1,0,0,Rustica,Nueva Ecija,food,4.1,0
low,5,0,1,0,1,0,Musikainan,Cavite,food,4.6,0
high,7,0,0,0,0,1,Archie's Diner,Guimaras,food,3.6,0
low,2,0,1,0,1,0,Royal Cafe,Misamis Oriental,food,4.2,0
high,6,1,0,1,0,0,Mt. Attugu Viewpoint,Ifugao,museums,4.7,0
low,5,0,0,0,1,1,Aicaca Grill,Pampanga,food,4.3,0
comfort,6,0,0,0,1,0,Swiss Baker,Benguet,food,4.3,0
low,4,1,1,0,0,1,Hundred Caves,Palawan,museums,3.9,0
high,2,1,0,0,0,0,Atimonan Corner Park,Quezon,beach,3.7,0
high,7,1,1,1,0,0,Santa Filomena - Villa de Arevalo Public Library,Guimaras,museums,3.6,0
high,2,1,0,1,0,0,Fish hatchery,Ifugao,museums,4.7,0
comfort,7,0,1,0,0,0,Monkey Beach,Siquijor,museums,3.7,0
comfort,2,0,1,1,0,1,Fields Bistro,Pampanga,food,4.2,0
high,6,1,1,0,0,0,Plaza Santiago,Cavite,beach,4.9,1
low,6,1,0,0,1,0,Battle of Alapan Mural,Cavite,sightseeing,3.9,0
comfort,5,0,1,1,0,0,Rizal Statue,Bataan,museums,4.3,0
comfort,2,0,1,0,0,1,Prangels,Davao del Sur,food,4.9,0
low,3,1,1,0,0,1,Napanpan Beach Resort,Northern Samar,sightseeing,4.4,0
low,6,1,0,0,0,0,Dujali Minicipal Plaza,Davao del Norte,beach,3.7,0
high,2,0,0,0,0,0,Brew & Bistro Cafe,Eastern Samar,food,4.2,0
high,6,0,0,0,0,1,White sand Beach,Marinduque,museums,4.5,0
comfort,6,0,0,0,0,1,Kilometer Zero,Lanao del Sur,museums,4.1,0
comfort,4,0,0,1,0,1,Cafe Will,La Union,food,4.3,0
comfort,4,0,1,1,0,0,Banaue Ethnic Village & Pine Forest Resort,Ifugao,sightseeing,4.3,0
low,3,0,0,0,0,1,Quitinday Greenhills,Albay,sightseeing,4.9,0
high,6,1,0,0,1,0,DOT-PTA Complex,La Union,beach,4.4,0
low,3,1,0,0,0,0,Tomas Rock,Quirino,sightseeing,3.7,0
comfort,4,0,0,0,0,0,Bagolatao White Pebble Beaches,Camarines Sur,beach,4.3,0
high,3,1,1,0,0,0,Madapdap Park,Tarlac,nature,4.4,0
high,6,0,1,0,1,0,Polomolok Library,South Cotabato,museums,4.5,1
low,2,0,0,0,1,0,Overlooking Old Crater,Negros Occidental,sightseeing,4.7,0
high,5,0,0,1,1,0,Rizal Statue,Albay,nature,4.8,1
low,5,0,0,1,1,0,Chiki Goldie & Refreshment,Misamis Occidental,food,3.8,0
high,5,0,0,1,0,0,Reeses Grill and Seafoods,Capiz,food,4.0,0
high,7,1,1,0,0,1,Elees,Misamis Occidental,food,4.5,1
comfort,5,0,0,1,0,0,Mount Polis Pass,Mountain Province,sightseeing,4.3,0
comfort,2,1,0,0,0,1,Plaza Pavia,Guimaras,beach,4.0,0
low,7,1,0,1,1,0,Catbalogan Plaza,Samar,nature,4.1,1
high,6,0,1,0,0,0,Giant Carabao,Davao de Oro,sightseeing,4.5,0
comfort,5,1,0,0,0,0,Cucina Higala,Misamis Oriental,food,3.7,0
high,2,1,0,0,0,1,Fun Park,Ilocos Norte,beach,4.3,0
high,4,1,0,0,0,1,Graceland,Negros Occidental,museums,4.0,0
comfort,2,0,0,0,0,0,Compass Splash Pad,Misamis Oriental,sightseeing,4.0,0
high,4,1,1,1,0,0,The Highlands Camp,Zambales,museums,3.9,0
low,4,1,1,0,1,0,Statue of the Risen Christ,Rizal,sightseeing,3.7,0
low,2,1,0,0,1,0,Pili Monument,Sorsogon,museums,4.4,0
comfort,4,1,0,0,0,0,Patio ng San Diego de Alcala,Quezon,beach,4.1,0
comfort,2,0,1,0,1,0,Salt and Pepper Diner,Mountain Province,food,4.6,0
high,6,0,0,0,1,0,Wheel of Fate,Cavite,museums,3.8,0
low,2,0,0,0,1,0,Art Juana,Guimaras,sightseeing,4.3,0
high,2,0,0,1,0,0,Bike Parade,Iloilo,sightseeing,4.8,0
high,4,0,0,1,1,1,Virgin Mary,South Cotabato,sightseeing,4.5,0
high,3,0,0,1,0,0,Pandan People's Park,Aklan,beach,4.6,0
comfort,2,0,1,0,1,0,Soba Kamakura,Cebu,food,4.2,0
low,3,1,1,0,0,0,Pili Monument,Sorsogon,museums,4.4,0
low,6,0,0,0,0,1,Freedom Park,Camarines Norte,nature,3.6,0
low,3,1,1,0,1,0,Tagbibinta Falls,Davao Oriental,museums,4.6,0
comfort,2,1,0,0,0,0,Beach Area,Ilocos Norte,beach,3.7,0
high,6,0,0,0,0,1,Heroes Park,Lanao del Norte,beach,4.0,0
comfort,3,0,1,0,0,1,Casa Engracianna,Eastern Samar,food,4.3,0
comfort,5,1,0,0,0,1,Madja'as Viewdeck 3,Antique,museums,4.1,0
high,5,1,0,0,0,1,Ignatius Park,Camarines Sur,nature,3.8,0
high,3,0,1,1,0,0,Adventure Cafe,Cebu,museums,4.0,0
low,4,0,1,0,0,0,Dinagyang Warrior,Iloilo,sightseeing,4.0,0
high,6,0,0,1,0,0,Solar Boat,Guimaras,museums,3.9,0
high,6,1,1,1,0,0,Cinchona Park,Bukidnon,sightseeing,4.5,0
low,3,1,0,1,0,0,Daraga Municipal Park,Albay,nature,4.1,1
low,7,0,0,0,1,0,Plaza Libertad,Iloilo,nature,3.9,0
comfort,5,0,1,0,0,0,Plaza Brew,Bataan,food,4.4,0
low,7,0,1,0,1,0,Malaya Park,Bataan,nature,4.1,0
comfort,4,0,1,0,1,1,Lantawan,Davao del Sur,sightseeing,3.6,0
comfort,6,0,0,1,0,0,Oyster Island,Bataan,museums,4.4,0
comfort,5,0,1,1,0,0,viewpoint 30 Php,Mountain Province,sightseeing,3.7,0
low,5,1,0,0,0,0,Naidi Hills,Batanes,sightseeing,3.7,0
low,5,0,0,0,0,0,Inang Kalikasan,Romblon,sightseeing,4.1,0
comfort,3,0,0,1,1,1,B&B Grill,Pampanga,food,4.4,0
high,6,1,1,0,0,1,Sky Dine Restaurant,Sulu,food,4.8,1
high,3,1,0,1,0,0,Easter College Library,Benguet,museums,4.0,0
high,4,0,0,1,1,0,Cal-apog Beach,Samar,museums,4.5,1
high,2,0,0,0,0,1,ATV Circuit - Parking,Albay,museums,4.7,0
comfort,2,0,1,0,0,0,Mommy Tabz Hang-outs,Quezon,food,3.9,0
high,3,0,0,1,0,0,Bago Public Library,Guimaras,museums,4.6,0
low,2,1,0,0,0,1,Paliton Beach,Siquijor,museums,4.6,0
comfort,3,0,1,1,0,0,Reniva Fishpond,Masbate,sightseeing,4.3,0
comfort,2,0,0,0,0,1,The Beanery,Bataan,food,4.6,0
low,7,0,0,1,1,1,Hukad,Misamis Occidental,food,4.2,0
high,7,0,1,1,0,0,Camp Simaya,Batangas,sightseeing,4.3,0
low,7,0,0,0,0,1,Jardin Necitas Glowing Garden,Bohol,sightseeing,3.6,0
low,2,0,1,1,0,1,Kanawan’s Hanging Bridge,Bataan,sightseeing,3.6,0
high,3,0,0,0,1,0,Oroquieta City,Misamis Occidental,museums,3.5,0
high,6,0,0,0,1,0,Juuno's Playground,Mountain Province,museums,4.2,0
low,6,1,0,0,0,1,Bagnes Eco Tourism Park,Quirino,nature,4.2,0
high,2,0,0,0,1,0,Stoplight Cafe,Cebu,food,4.6,1
low,7,1,0,1,0,0,Jumong Korean Restaurant,Tarlac,food,3.8,0
comfort,3,0,1,0,0,1,Freedom Park,Davao de Oro,beach,4.6,0
comfort,5,0,0,0,0,1,KIN Coffee,Albay,food,4.7,0
low,5,0,1,0,1,0,New Jersey Resort,Aurora,museums,3.6,0
comfort,3,0,1,1,0,0,Jesus Christ Statue,Iloilo,sightseeing,4.1,0
comfort,2,1,1,0,0,0,Mister Donut,Samar,food,3.9,0
high,4,0,1,0,0,0,Calamba Farm Sea of Clouds,Davao Oriental,museums,3.7,0
comfort,2,1,0,0,0,0,Lazi Convent,Siquijor,museums,4.8,0
comfort,6,1,0,0,0,0,Playground,Rizal,beach,4.7,0
comfort,3,0,1,0,0,1,Mother Mary,Cebu,sightseeing,4.1,0
high,6,0,0,0,1,0,Jang's Artworks,Ilocos Sur,sightseeing,4.6,0
comfort,5,1,0,1,1,0,Beware-Ilog,Pangasinan,museums,3.9,0
comfort,2,1,0,0,1,0,Buenavista,Palawan,sightseeing,4.8,0
high,5,0,0,0,1,0,View Deck,Batangas,sightseeing,4.5,0
low,2,1,0,0,1,1,Kumpares San Antonio Biñan,Cavite,food,4.2,0
high,2,1,0,0,1,1,Farm Plate,Albay,sightseeing,4.3,0
high,3,0,0,0,0,1,National Arts Center,Laguna,museums,3.7,0
comfort,7,1,0,0,1,1,Pizzaro,Iloilo,food,3.0,0
comfort,5,0,0,1,0,0,Catherine's Restaurant,Camarines Norte,food,4.0,0
comfort,3,1,0,1,0,1,Same Place Grill,Surigao del Norte,food,4.9,0
comfort,2,0,1,0,0,0,Venus Resort,Nueva Ecija,sightseeing,4.7,0
low,6,0,0,1,1,1,Masuso Spring,Camarines Sur,sightseeing,4.8,0
high,4,0,0,0,0,0,Bastie's Coffee,Agusan del Norte,food,3.8,0
comfort,5,0,0,0,1,0,UPLB-EDC Binhi Biodiversity Park,Rizal,nature,4.7,0
high,4,0,0,0,0,0,Calamba Town Plaza,Rizal,nature,4.4,0
high,5,1,0,0,0,0,Mines View Park,La Union,beach,3.7,0
high,4,1,1,1,0,0,Sunken Cemetery,Camiguin,museums,4.4,0
low,3,0,0,0,1,0,Yuls Restaurant,Leyte,food,4.4,0
comfort,5,0,0,1,0,0,Bay Walk Grill,Davao Oriental,food,4.7,0
comfort,5,0,0,0,0,0,Grilling Point,Camarines Sur,food,3.5,0
low,6,0,1,0,0,0,Diura Beach,Batanes,beach,3.7,1
low,6,0,0,0,0,0,Bantug Lake Ranch,Negros Occidental,beach,4.5,0
low,7,1,0,1,0,1,Rizal Park,Negros Occidental,beach,4.7,0
comfort,5,1,0,1,0,0,Lumina Homes Playground,Iloilo,beach,4.5,0
high,6,0,0,1,0,0,Albasan Barangay Library,Aklan,museums,3.7,0
low,4,0,0,0,1,0,Tia Belle's Pansit Malabon and Pichi-Pichi,Batangas,food,4.7,0
low,5,0,1,0,1,1,Gaston Park,Misamis Oriental,nature,4.7,0
high,6,1,0,0,1,0,Vatang Grill & Restaurant,Batanes,food,4.1,1
low,6,0,1,1,0,1,Unknown Building,Tarlac,nature,4.8,1
high,2,0,0,1,1,0,Heroes Park,Lanao del Norte,beach,4.0,0
high,5,0,0,0,1,1,Kumpares San Antonio Biñan,Cavite,food,4.2,0
low,4,1,0,1,0,0,History of Romblon,Romblon,sightseeing,4.6,0
high,2,1,1,1,0,0,Library 2,Davao Oriental,museums,3.5,0
high,3,0,1,0,1,0,Main Library Extension,Laguna,museums,4.1,0
comfort,7,1,0,0,0,0,Residence Inn,Batangas,sightseeing,4.8,0
comfort,7,1,0,0,0,0,Uep Welcome,Northern Samar,museums,4.4,0
high,6,0,1,0,1,0,Tanies Native Chicken,Bohol,food,4.5,1
comfort,4,0,0,1,0,0,Nikko's Cafe,Lanao del Norte,food,4.3,0
comfort,7,1,0,0,0,0,DB Panciteria,Mountain Province,food,4.1,0
low,6,0,0,1,0,1,Gold Coin Cafe,Capiz,food,4.5,0
comfort,5,0,0,1,1,0,Café Bloom,Ilocos Norte,food,3.7,0
low,2,0,1,0,0,0,Golden Palace Restaurant,Camarines Norte,food,4.4,0
high,2,1,1,0,0,0,Rizal Park,Surigao del Norte,nature,4.2,0
high,6,1,1,1,0,0,San Damino Library - Tiberiade Foundation Inc,Laguna,museums,4.0,0
low,5,0,0,0,1,0,El Minero Snack house,Camarines Norte,food,4.6,0
comfort,3,1,0,0,1,0,Buenavista,Palawan,sightseeing,4.8,0
high,3,0,0,0,0,1,Virac Food House,Catanduanes,food,4.1,0
low,5,0,0,0,0,0,Carrie's,Catanduanes,food,4.6,0
comfort,7,0,0,0,0,1,Mister Donut,Iloilo,food,4.4,0
comfort,7,0,0,0,0,0,Tam-Awan Village,Benguet,museums,4.1,0
comfort,7,0,1,1,0,0,Kotong Busaw Viewdeck,South Cotabato,museums,4.8,0
low,4,1,0,0,0,1,Bella Glee Gracia Highland Resort,Misamis Oriental,sightseeing,4.5,0
comfort,6,1,0,0,0,0,7th Streeat House of Inasal,Tarlac,food,3.8,0
high,3,0,1,0,0,0,Daquis Compound,Nueva Ecija,museums,4.5,0
high,5,0,0,0,0,1,Lumina Homes Playground,Guimaras,nature,4.6,0
high,3,1,0,0,1,0,Cal-apog Beach,Samar,sightseeing,4.7,0
high,6,0,0,0,1,0,Makato Sign,Aklan,museums,4.9,1
low,7,0,0,0,1,1,Baguio Viewpoint,Mountain Province,museums,3.7,0
comfort,7,0,0,1,0,0,Madja'as Viewdeck 3,Aklan,sightseeing,3.8,0
high,7,1,0,0,0,0,Soupremo,South Cotabato,food,4.8,1
comfort,7,0,1,0,0,0,Mayor's Park,Pangasinan,nature,4.1,0
comfort,2,0,1,0,0,0,Dart Diner,Pangasinan,food,4.8,0
high,3,1,0,0,0,0,Altavas Town Plaza,Capiz,museums,4.7,0
comfort,5,0,0,0,0,0,Capitol Park,Agusan del Norte,beach,4.7,0
comfort,2,1,0,0,0,0,Rizal Park,Davao de Oro,beach,3.6,0
comfort,3,0,0,0,1,1,Janna’s Place,Rizal,food,3.5,0
comfort,4,0,0,0,1,0,Imelda Beach,Bohol,beach,4.2,0
high,4,0,0,0,0,0,StirBear Coffee Milktea Pastries,Iloilo,food,4.0,0
high,7,0,0,0,0,1,Molmol Pizzeria,Siquijor,food,3.7,0
comfort,6,1,0,0,0,0,Lantaw Hagonoy,Davao del Sur,museums,4.7,0
low,3,0,0,1,1,1,Yam's Tambay,Davao de Oro,museums,4.2,0
comfort,3,1,0,1,0,0,cakeish,Oriental Mindoro,food,3.5,0
high,2,0,1,0,0,0,CVM Alumni Plaza,Rizal,beach,4.6,1
low,6,0,1,0,1,0,Rio Grande Rapids,Cavite,sightseeing,3.8,0
low,3,0,1,0,1,0,DOLE Kalsanig Clubhouse,South Cotabato,food,4.4,0
comfort,3,0,0,0,0,1,unang kainan pauwi,Aurora,food,4.2,0
low,4,1,1,0,0,1,Bong Gumne De Muhon,South Cotabato,nature,3.6,0
low,2,0,1,0,1,0,English Park,Guimaras,beach,4.7,1
low,5,1,0,1,0,0,Kapel,Cebu,food,4.2,0
low,6,0,1,0,0,0,Lantawan,Davao del Sur,museums,4.5,0
low,4,0,1,0,1,0,Andres Bonifacio Park,Isabela,museums,4.8,0
low,3,1,1,0,0,0,Aqua Buddies Cebu,Cebu,museums,4.6,0
comfort,7,0,0,1,1,1,Dawang's Eatery sa Laoag,Ilocos Norte,food,4.4,0
low,7,0,0,1,0,0,Lady in the Mangrove,Guimaras,sightseeing,4.8,0
comfort,6,0,0,0,0,1,Bayernstubn Bistro,Pampanga,food,4.8,0
low,3,0,0,0,0,1,Mesa,La Union,food,4.6,0
high,4,0,0,0,0,1,Knights of Columbus,Bukidnon,sightseeing,3.9,0
low,7,0,0,0,1,0,Pacdal Circle Park,Benguet,nature,4.4,0
low,2,1,0,0,1,0,Nagmandala Cliff,Bataan,museums,4.9,0
high,2,0,0,0,0,0,CastSU Grounds,Catanduanes,nature,4.7,0
comfort,2,1,0,1,1,0,Dhio Endheka Spring Resort,Albay,sightseeing,4.7,0
comfort,3,0,0,1,1,0,Holy Paradise Resort,Siquijor,nature,3.9,0
low,4,1,0,0,0,1,Claro M. Recto Shrine,Laguna,beach,4.7,0
comfort,4,0,1,0,0,0,Rizal Park,Davao del Sur,nature,3.5,0
low,3,1,0,1,1,0,JOY'S PLACE RESTAURANT,Isabela,food,3.8,0
high,7,1,0,1,1,0,Tayum Freedom Park,Abra,nature,3.7,0
high,6,0,1,1,1,0,Atimonan Corner Park,Quezon,nature,4.0,0
low,6,1,1,0,0,1,Mount Natib Summit,Bataan,museums,4.0,0
high,2,0,1,1,1,0,House of Bamboo,Pampanga,food,4.2,0
high,3,0,0,1,0,0,Beng's Seafood Restaurant,Iloilo,food,4.3,0
comfort,5,1,0,0,0,0,VillaTuna,Misamis Occidental,food,4.8,0
low,4,1,0,0,0,0,Rizal Park,Albay,beach,3.6,0
low,6,0,0,0,0,1,Cafe Bon,Eastern Samar,food,4.5,0
high,2,1,1,0,1,0,K-Nels Hitoan,Davao del Sur,food,4.2,1
comfort,7,0,0,1,0,0,FTM Restaurant,Nueva Vizcaya,food,3.6,0
low,7,0,0,0,0,0,Han's Diner,Agusan del Norte,food,4.7,0
high,5,0,0,0,1,1,Gieren's Place and Cafe,Negros Occidental,food,3.5,0
low,6,0,1,0,0,0,Pilwak Beach and Shades,Misamis Oriental,museums,4.7,0
comfort,2,0,1,0,0,0,Salaman turn off,Bataan,sightseeing,4.5,0
high,4,0,0,1,1,0,Señor Sabrozo,La Union,food,3.9,0
comfort,2,1,1,1,0,0,The Highlands Camp,Zambales,sightseeing,4.5,0
comfort,5,1,0,0,0,0,Musikahan sa Tagum,Davao de Oro,sightseeing,3.6,0
comfort,2,1,0,1,1,0,Kotong Busaw Viewdeck,South Cotabato,museums,4.8,0
high,4,0,0,0,1,0,Inday's Kamalig,Bukidnon,food,3.5,0
low,4,0,0,0,0,1,The Statue of Liberty,La Union,museums,3.7,0
low,6,0,0,0,1,0,Share Cafe,Batangas,food,4.8,0
low,5,1,0,0,0,0,Lover's Park,La Union,nature,4.7,0
low,3,0,0,1,1,0,Rustica,Tarlac,food,4.2,0
low,7,0,1,0,0,0,Bacong Town Plaza,Siquijor,beach,4.1,1
low,7,0,0,1,1,0,Inday's Kamalig,Bukidnon,food,3.5,0
comfort,4,0,1,0,0,0,Augustin Grove Park,Iloilo,nature,4.1,0
high,4,1,0,1,0,1,Eagle of The North Park,La Union,beach,4.0,0
comfort,5,1,0,1,0,0,Rustica,Nueva Ecija,food,4.1,0
low,7,1,0,1,0,0,Wagdas Plaza,Catanduanes,nature,3.6,1
low,2,0,1,0,1,1,Akabana,Isabela,food,4.1,0
high,7,0,1,0,1,1,Secret local Lagoon,Siquijor,sightseeing,3.9,0
low,6,0,1,0,1,0,Beach,Biliran,sightseeing,4.2,0
comfort,6,1,0,0,0,0,DLS Park,Tarlac,nature,4.6,0
low,7,0,1,0,0,0,kaitulari ecopark,Negros Occidental,sightseeing,4.9,0
low,6,0,1,0,0,1,Dujali Minicipal Plaza,Davao del Norte,nature,3.6,0
comfort,6,0,0,1,0,1,Freeport Area of Bataan Park,Bataan,beach,4.6,0
low,6,0,0,0,0,0,UEP Carabao,Northern Samar,museums,4.4,0
comfort,4,0,1,1,0,1,Gregorio del Pilar,Ilocos Sur,museums,3.7,0
low,5,0,0,0,0,1,Ching Citi Garden,South Cotabato,food,3.6,0
comfort,3,0,0,1,1,0,Hitoma Lake,Catanduanes,museums,4.6,0
low,3,1,0,1,0,1,Barangay Bagasbas Park,Camarines Norte,beach,3.6,0
